제목 형태소,본문 형태소
"['리사', '외', '퀴', '가지', '만', '거', '어이']","['런닝맨', '블핑', '때', '게임', '전소민', '지수', '발', '외퀴', '전소민', '인스타', '테러', '함', '문제', '장면', '문제', '거', '월트', '항의', '제', '솔로', '데뷔', '이틀', '전', '트럭', '사옥', '함왜', '리사', '외퀴한테', '블랙', '핑크', '지수', '제니', '로제', '리사', '에스', '파', '카리나', '윈터', '지젤', '닝닝', '레드', '벨벳', '아이린', '슬기', '웬디', '조이', '예리', '트와이스', '나연', '효', '미나', '정연', '사나', '모모', '다현', '채영', '쯔위']"
"['오늘', '새', '언니', '오빠', '온', '뒤', '엄마', '충격', '질']","['우리', '교회', '제사', '뭐', '추석', '해도', '그냥', '모', '밥', '끼', '말', '일단', '우리', '집', '큰집', '아빠', '막내', '고모', '가족', '밥', '가우리', '엄마', '맏', '며느리', '기도', '본인', '요리', '걸', '명절', '때', '진짜', '음식', '요리', '솜씨', '자부심', '심', '우리', '엄마', '객관', '우리', '엄마', '요리', '친구', '밥', '전부', '정도', '엄마', '요리', '솜씨', '일종', '인생', '자부심', '거', '말', '얼마', '전', '우리', '오빠', '결혼', '언니', '추석', '쇠러', '코로나', '때문', '이진', '그냥', '친척', '끼리', '번갈아', '사돈', '댁', '언니', '친정', '조금', '편이', '제일', '먼저', '언니', '어머니', '혼자', '명절', '음식', '만들기', '명절', '음식', '진짜', '가득', '진짜', '걸', '혼자', '정도', '예전', '요리', '취미', '설마', '말', '한마디', '본인', '요리', '좌르르', '륵', '아무', '문제', '양', '종류', '맛', '진짜', '우리', '엄마', '음식', '때문', '상향', '평준화', '내', '입', '절로', '말', '분', '왜', '우리', '오빠', '새끼', '결혼', '이해', '정도', '언니', '호호', '호', '별거', '음식', '우리', '엄마', '표정', '진짜', '이', '짤', '충격', '얼굴', '인생', '전반', '얼굴', '딸', '내', '본능', '엄마', '충격', '걸', '감지', '음식', '사돈', '댁', '가야', '오빠', '언니', '먼저', '둘째', '삼촌', '고모', '차레', '우리', '아빠', '눈치', '언니', '음식', '자랑', '아빠', '사촌', '맞장구', '심지어', '막내', '고모부', '형수', '며느리', '고우리', '막내', '고모', '내', '입', '언니', '음식', '거짓말', '티', '엄마', '이', '상태', '진짜']"
"['방탄', '에이', '티']","['참고', '난', '아미', '에이', '티', '지능', '안티', '요새', '에이', '티', '글', '보', '함', '봄', '난', '처음', '에이', '티즈', '빅힛연생', '그냥', '또', '언플', '전문가', '관계자', '얘기', '가끔', '에이', '티', '자컨', '조금', '정도', '왜', '학교', '때', '공부', '특별', '반', '방탄', '에이', '티', '느낌', '임', '분위기', '목표', '정해', '분위기', '임', '어제', '보', '에이', '티', '목표', '빌보드', '그래미', '진짜', '에이', '티', '도', '멘탈', '느낌', '진짜', '서로', '조율', '그냥', '어제', '에이', '티', '밤하늘', '우리', '애', '봄', '나중', '방탄', '그룹', '에이', '티즈', '생각', '함', '대성', '그룹', '그', '분위기', '글', '항상', '투바', '투', '고마움', '에이', '티', '빌보드', '윈', '축하']"
"['지수', '뷔', '이', '거', '뭐']","['뷔', '하이', '지수', '뷔', '거', '합성', '외국', '팬', '합성', '뒤', '옷', '합성', '방탄', '방탄소년단', '뷔', '김태형', '블랙', '핑크', '블핑', '지수', '김지수']"
"['제니', '인스타', '카이', '쿠마', '케이크']","['졸라', '제니', '추석', '방금', '움짤', '짤', '바꿈', '마지막', '제니', '한복']"
"['리사', '충격', '국내', '회수']","['이틀', '억', '국내', '회수', '일간', '만']"
"['당신', '생각']","['혹시', '알', '당신', '나', '또한', '또', '요일', '가도', '당신', '것', '것', '당신', '농담', '장난', '치면', '상상', '입가', '웃음', '것', '나', '당신', '매일', '생각', '나', '사람', '매일', '생각', '내', '마음', '속', '당신', '때', '런가', '언제', '어디', '서든', '무', '나', '당신', '자꾸', '당신', '나', '또', '누군가', '힘', '행복', '사람', '것', '오늘', '나', '당신', '진심', '대하', '려', '그동안', '노력', '나', '마음', '시간', '그', '외', '것', '오늘', '다시', '한번', '그동안', '더', '나', '내면', '노력', '오히려', '더', '부분', '다시', '한번', '덧칠', '해', '나', '흠', '꽁꽁', '위함', '부족함', '색위', '색', '덧', '나', '부분', '좀', '더', '또', '보완', '해', '연휴', '쉬', '그동안', '일상', '당신', '힐링', '연휴', '사랑', '해', '늘']"
"['방탄', '유엔', '엔딩', '요정']","['이제', '곧', '시', '시작', '유엔', '큐시트', '방탄', '대통령', '연설', '다음', '실시간', '중계', '언급']"
"['방탄', '뷔', '진', '거', '개존']","['왜', '누구']"
"['시험', '기간', '본진', '공부', '자극', '짤', '털']","['시험', '책', '공부', '좀', '하자', '추석', '때', '수학', '이', '어디', '수요일', '추석', '끝', '공부', '좀', '해', '설마', '또', '등급', '방탄소년단', '엑소', '투바', '투', '비투비', '엔시', '티', '세븐', '틴', '몬스타', '엑스', '아스트로', '갓세븐', '하이픈', '펜타곤', '빅톤', '엔플라잉', '데이', '식스', '더보이즈', '어스', '빅뱅', '위너', '아이콘', '트', '레저', '뉴이스트', '트와이스', '레드', '벨벳', '블랙', '핑크', '마이걸', '러블', '리즈', '우주소녀', '달소', '에스', '파', '스테이', '마마', '무', '여자친구', '에이핑크', '소녀시대']"
"['헬창', '곰돌이', '빵']",['거']
"['개인', '얼굴', '합', '남돌', '돌', '탑']","['차', '은우', '김민주', '장원영', '아이돌', '송강', '루', '얼굴', '합', '찰떡']"
"['오방', '그동안', '왜']","['사진', '찍', '수']"
"['내', '기준', '셀카', '남돌']","['트', '레저', '소정환', '현석', '본인', '알', '셀카', '남돌', '쥬', '윤현석', '트', '레저', '소정환', '방탄', '트와이스', '블랙', '핑크', '방탄소년단', '엑소', '시티', '투바', '투', '레드', '벨벳', '비투비', '몬스타', '엑스', '아이', '마이걸', '여자친구', '아이즈', '트레', '더보이즈', '에이프릴', '에이핑크', '세븐', '틴', '빅뱅', '성운', '씨아이', '엑스', '위', '클리', '이티', '엔', '하이픈']"
"['제', '며느리', '병인', '가요']","['조언', '감사', '시부모', '마음', '가지', '앞', '친구', '멀리', '뭐', '눈치', '제', '말', '거', '분도', '계시', '음', '아무', '말', '태반', '그', '수위', '점점', '점', '절', '걸', '거의', '소설', '내', '말다툼', '조언', '가까이', '인연', '멀리', '인연', '거리', '여러분', '모두', '추석']"
"['나', '현직', '고등학교', '교사', '얘']","['대판', '거의', '년', '만인', '것', '질문', '해주']"
"['이현주', '해명', '점']","['에이프릴', '측은', '먼저', '고소', '대화', '해결', '대형', '로펌', '끼', '법', '심판', '현주', '임', '이번', '해명', '문', '자신', '고소', '내용', '반', '정작', '숙소', '생활', '기간', '차이', '신발', '것', '만원', '멤버', '도둑', '취급', '리허설', '펑크', '부분', '해명', '해명', '내용', '중', '증거', '제출', '수', '의료', '기록', '비난', '문자', '부모', '입장', '생각', '이해', '증거', '제출', '먼저', '법정', '싸움', '원한', '쪽', '논리', '감정', '호소', '대질', '조사', '요청', '온', '적', '사건', '거의', '개월', '전', '요청', '상식', '말', '뿐더러', '현주', '요청', '왜', '개월', '동안', '요청', '의료', '기록', '자극', '공개', '자살', '시도', '부분', '대체', '뭐', '더', '부분', '임', '비난', '문자', '지금', '생각', '수', '생각', '공개', '멤버', '전원', '공개', '임', '문자', '에이프릴', '부모님', '일동', '것', '문자', '부모님', '공개', '왜', '굳이', '다', '공개', '텀블러', '오해', '소지', '정정', '하자', '그때', '항상', '정도', '텀블러', '몇', '달', '은', '심지어', '상상', '치도', '못', '곳도', '냉장고', '안', '현주', '친구', '말', '왜', '불기소', '결정', '문', '고소', '상태', '증거', '공개', '증거', '역', '미리', '자신', '상황', '고려', '것', '애초', '뭐', '동생', '이름', '실수', '증거', '꼭꼭', '애초', '개인정보', '공개', '부분', '자신', '는걸', '인정', '순간', '이현주', '자기', '잘못', '인정', '거임', '세상', '대중', '결정', '문', '공개', '스스로', '부분', '에이프릴', '에세', '부분', '말', '에이프릴', '심리', '기록', '현주', '행동', '피해', '의료', '기록', '병명', '공개', '자신', '이현주', '말', '보이지', '병명', '전문', '공개', '비난', '여지', '이유', '뭐', '게다가', '이현주', '측은', '경찰', '괴롭힘', '인정', '점', '디씨', '트판', '글', '이현주', '따돌림', '것', '연한', '사실', '말', '그냥', '따돌림', '연한', '사실', '말', '트', '디씨', '에이프릴', '억', '글', '증거', '제출', '그', '억', '글', '보아', '이현주', '따돌림', '연한', '사실', '것', '걸', '생각', '거', '독해력', '재', '둘', '걸', '이번', '해명', '문', '경찰', '괴롭힘', '인정', '조카', '뻔', '난', '에이프릴', '팬', '어차피', '현주', '지지자', '현주', '응원', '에이프릴', '응원', '가지', '이건', '팬', '망상', '주장', '자살골', '릴천지', '에이프릴', '팬', '알바', '억지로', '논리', '반박', '수', '댓']"
"['방탄', '한국', '인사']",[]
"['수빈', '키', '차이']","['삔', '뻔']"
"['몬엑', '웆소', '영', '이', '거', '개']","['빙의', '글', '아이돌', '라디오', '영', '헌', '미담', '직접', '말했어몬엑', '몬스타', '엑스', '우주소녀', '영']"
"['아이돌', '위', '버스', '놀이', '추석', '인사', '버전']","['예진', '나미', '팬클럽', '이름', '그룹', '이름', '미로찾기', '미하', '뜻', '미로찾기', '하이', '뜻', '팬', '그룹', '언제', '인사', '수', '는걸', '뜻', '방탄', '블락비', '블랙', '핑크', '송민호', '레드', '벨벳', '세븐', '틴', '태용', '에이프릴', '다이어트', '뷰티', '화장', '짝남', '고백', '트와이스', '아이', '수진', '슈화', '크러쉬', '조이', '인성', '화사', '마마', '무', '나혼자산다', '위', '버스', '버블', '에스', '파', '카리나', '윈터', '엑소', '백현', '위너', '학폭', '권민아', '지민', '설현', '태연', '소녀시대', '윤아', '예리', '장원영', '코로나', '담배', '논란', '리아', '채연', '스', '우파', '노제', '노', '아이', '키', '인스타', '일진', '패션', '쇼미더머니', '학폭', '비비', '아이즈', '오징어', '게임', '넷플', '아이유', '기부', '공항']"
"['아이돌', '개인', '인지도', '멤버', '누구']","['차', '은우', '장원영', '정', '재현', '육성재', '서은광', '솔', '화사', '변백현', '윤아', '아이린', '제니', '지금', '이', '정돈', '데', '또', '누구']"
"['윈터', '지젤', '밥']","['로', '생일', '전', '카리나', '선물', '준', '거', '가바']"
"['샤이니', '키', '대박']","['솔앨', '월', '말', '발매', '앨범', '사양', '진짜', '구성', '디자인', '샤이니', '간', '중이', '타', '최애', '앨범', '안', '디자인', '사서', '굿', '즈칸', '전시']"
"['서수진', '자발', '탈퇴']","['피해자', '인스타', '또', '뭥미', '수진', '탈퇴', '때', '막', '인스타', '스토리', '댓글', '자가', '승리', '언니', '수고', '재판', '상태', '승리', '척', '거임']"
"['남사', '친', '나', '거']","['누가', '내', '에스크', '자꾸', '걔', '이름', '언급', '일부러', '짝남', '주접', '약간', '저', '반응', '백퍼', '질투', '거', '평소', '걔', '짝남', '고민', '어캄']"
"['얘', '오징어', '게임', '이', '장면', '데']","['난', '페북', '무슨', '장면', '그냥']"
"['디시', '소시', '패스', '목격담']","['년전', '우리', '신촌', '원룸', '임대', '업', '당시', '원룸', '나름', '보안', '맹글어', '지방', '딸', '래미', '부모', '방좀', '항상', '성화', '제', '덕분', '성비', '여자', '한지', '달', '여자애', '달', '몇번', '도어', '락', '비번', '달라', '요구', '애가', '방', '메뉴얼', '이', '매번', '좀', '진상', '끼', '보', '트집', '조', '해쥼근데', '날', '자꾸', '소리', '해댐', '자기', '때', '누가', '방', '우리', '방', '마스터카드', '함', '가슴', '손', '마스터카드', '방이', '들락거리', '무', '개념', '주인', '우린', '가끔', '비번', '안', '방', '애', '전기', '점검', '때', '미리', '동의', '구', '용도', '절대로', '다른', '목적', '그', '여자애', '의심', '함', '하필', '시기', '내', '방학', '때', '거의', '원룸', '내', '때임', '부모님', '말', '니', '착각', '거', '타일러', '날얘', '또', '화가', '외출', '문틈', '종이', '침대', '이불', '모서리', '살짝', '종이', '이불', '그냥', '범인', '확신', '쌍욕', '퍼붐땀', '조카', '옥상', '청소', '기분', '돈까스', '이', '빡돌', '함', '이쯤', '부모님', '슬슬', '날', '의심', '눈치', '임', '당시', '현관', '개', '주차장', '개', '각층', '일이', '과대망상', '허언증', '년', '증거', '돈', '를', '설치', '당시', '지금', '급', '화질', '내', '디카', '비타', '박스', '위장', '년', '복도', '설치', '시간', '메모리', '함정', '일', '짓', '일', '사고', '신발', '꼭', '그날', '여자애', '경찰', '먼저', '우리', '집', '문', '노크', '함방', '안', '벽', '천지', '임', '여자', '화장', '때', '펄', '여자애', '며칠', '고향', '문', '손잡이', '화장품', '펄', '임', '범인', '범인', '자기', '방', '때', '흔적', '그', '범인', '마치', '이', '여자애', '조롱', '듯이', '방', '안', '온', '벽', '천장', '바닥', '펄', '놈', '경찰', '내', '방', '키', '보드', '마우스', '서랍', '손잡이', '수도꼭지', '심지어', '변기', '물', '레버', '펄', '조사', '함', '당근', '난', '그냥', '돈까스', '일동', '안', '비운', '방', '세면대', '방금', '누가', '샤워', '듯', '아주', '비누', '난', '참고인', '신분', '경찰서', '조사', '옴', '남자', '죄', '년대', '학교', '앞', '막걸리', '이유', '남산', '간', '재', '기분', '집', '혹시', '맘', '디카', '뭐', '일', '날', '밤', '쯤', '그', '여자애', '남친', '그', '여자애', '방', '임일', '영상', '일', '경찰서', '사건', '전말', '여친', '공포', '자취', '방', '목적', '남친', '새끼', '여친', '학교', '간', '사이', '몰래', '여친', '방', '수상한', '흔적', '공', '달', '여친', '눈치', '남친', '새', '막', '원룸', '살인', '사건', '얘기', '겁', '여친', '오늘', '여기', '자고', '가도', '최종', '목표', '동거', '그', '막스', '그', '임', '여친', '방문', '부비', '트랩', '설치', '얘기', '발라', '펄', '더', '양', '펄', '손', '떡', '방안', '도배', '놈', '세면대', '이불', '새끼', '짓', '여친', '극한', '공포', '자기', '동거', '생각', '함좀', '소름', '경찰', '온', '날', '새끼', '여친', '조카', '위로', '쥼', '여친', '새', '위로', '대가리', '또', '겁', '궁리', '남자', '새', '고소', '여자애', '휴학', '함', '소름']"
"['또', '소속사', '사장', '홀릴', '아이돌']","['연습', '멤버', '어둠', '손길', '오늘', '요구사항', '사장', '아이', '돌발', '캡', '실제', '효과', '차마', '눈', '보지', '멤버', '쭈왑쭈왑', '나이스', '타이밍', '사장', '멤버', '행동', '스티커', '사장', '광야', '무슨']"
"['리정', '틱톡', '발언', '번', '좀']","['리정', '유명', '크루', '출신', '자부심', '누구', '아이돌', '누구', '틱톡', '은근', '급', '말투', '별로', '임', '이키', '연예인', '생각', '이', '발언', '아이', '키', '연예인', '더', '미리', '가드', '것', '대기업', '후원', '블핑팬들', '지원', '사격', '속', '굴지']"
"['한국', '협회', '중', '광기', '일', '협회']",[]
"['여자', '키', '이면', '거임']","['제곧내', '여자', '키', '이면', '인상', '마이너스', '정도']"
"['최근', '년', '케이팝', '아이돌', '유튜브', '전세계', '조회', '수', '순위']","['남자', '아이돌', '위', '방탄소년단', '억', '조회', '수위', '스트', '레이', '키즈', '억', '조회', '수위', '세븐', '틴', '억', '만', '조회', '수위', '엑소', '억', '만', '조회', '수위', '드림', '억', '만', '조회', '수위', '투모로우', '바이', '투게더', '억', '만', '조회', '수위', '빅뱅', '억', '만', '조회', '수위', '트', '레저', '억', '만', '조회', '수위', '억', '만', '조회', '수위', '하이픈', '억', '만', '조회', '수위', '샤이니', '억', '만', '조회', '수위', '몬스타', '엑스', '억', '만', '조회', '수위', '데이', '식스', '억', '만', '조회', '수위', '슈퍼주니어', '억', '만', '조회', '수위', '더보이즈', '억', '만', '조회', '여자', '아이돌', '위', '블랙', '핑크', '억', '조회', '수위', '트와이스', '억', '만', '조회', '수위', '억', '만', '조회', '수위', '아이유', '억', '조회', '수위', '마마', '무', '억', '만', '조회', '수위', '레드', '벨벳', '억', '만', '조회', '수위', '에스', '파', '억', '만', '조회', '수위', '여자아이', '억', '만', '조회', '수위', '마이걸', '억', '만', '조회', '수위', '태연', '억', '만', '조회', '수위', '청', '억', '만', '조회', '수위', '달', '소녀', '억', '만', '조회', '수위', '브레이브걸스', '억', '만', '조회', '수위', '선미', '억', '만', '조회', '수위', '드림캐쳐', '억', '만', '회수']"
"['짝', '사랑']","['본인', '경험', '짝사랑', '댓글', '한번']"
"['스키', '것', '좀', '개']","['진짜', '진짜', '개']"
"['투바', '투', '범규', '장발']","['투바', '투', '범규', '장발', '진짜', '뭔가', '어울림', '기도', '뭔가', '처음', '장발', '머', '비', '별로', '생각', '햇', '보', '머', '장발', '장발']"
"['서수진', '뭘']","['팀', '피해', '자진', '탈퇴', '왜', '서수진', '머리', '채', '얼마', '전', '슈화', '브이', '앱', '수진', '언급', '이제', '수진', '좀']"
"['요즘', '중딩', '충격']","['친구', '옆', '담배', '중딩', '중', '대화', '남자', '애가', '조카', '거임', '다른', '남자', '애가', '걘', '중', '년', '나', '진짜', '경악', '그', '자리', '꼰대', '왜', '지역', '신전', '중학교', '학생', '주변', '남자', '애', '조심', '좀', '관']"
"['왜', '조', '두', '팔', '욕', '땐']","['팔이', '저격', '갑자기', '관심', '진짜', '조카', '얼']"
"['자기', '못', '여자']","['가스', '팅', '남자', '심리', '뭐', '내', '못', '게', '별로', '여자', '내', '안', '거', '뭐', '거', '진짜']"
"['아미', '나', '셔누', '디', '살짝', '치면']","['즉사', '랜', '디', '종이', '인간', '편', '몬스타', '엑스', '세븐', '틴']"
"['전업', '일', '때', '남녀', '달라', '하나요']","['여자', '부일', '때', '일육', '프로', '아침', '저녁', '메인', '반찬', '찌개', '탕', '아침', '메인', '생선', '저녁', '고기', '등', '청소', '빨래', '장보기', '쓰레기', '모두', '함', '아기', '살때', '전', '회사', '독립', '사람', '사정', '연봉', '칠천', '복직', '함', '거의', '시기', '남편', '실직', '코로나', '정리해고', '남편', '육아', '담당', '전업', '함', '평소', '아내', '살림', '만족', '못', '시어머니', '자주', '비교', '육아', '프로', '담당', '함', '하루', '시간', '터', '아침', '시리얼', '저녁', '메인', '반찬', '고기', '탕', '찌개', '하나', '달랑', '밑반찬', '청소', '빨래', '쓰레기', '다툼', '생기', '현질', '달', '가까이', '제', '남편', '요', '복직', '요즘', '트렌드', '야근', '집', '개판', '남편', '남자', '의견', '보라', '결', '친', '남편', '아내', '판', '보라', '남편', '입장', '육아', '살림', '남자', '익숙', '치', '자기', '때', '닦달', '저', '어머니', '혼자', '집', '살', '애도', '식사', '처가', '명의', '그것', '거부', '집', '부리고', '돈번다', '남자', '저', '고민', '실직', '상태', '아들', '저희', '어머니', '시집살이', '분도', '방도', '애가', '안방', '서재', '하나', '화장실', '개', '고요', '결혼', '후', '소변', '누', '때', '저', '살', '연상', '저희', '어머니', '요리', '그거', '대해', '말', '거지', '자주', '비교', '건', '당시', '저', '일', '양복', '쓰레기', '출근', '우리엄', '혼자', '말', '게', '무슨', '비교', '입', '남편', '판', '댓글', '별로', '남편', '것', '별일', '사람', '관심', '안보', '화', '결', '친']"
"['노제', '진짜']","['볼', '정도', '줄']"
"['트위터', '현자']",[]
"['얘', '나', '칭찬', '좀']","['내', '신기록', '움', '하하', '누가', '너희', '내', '패줄', '판녀', '보디가드']"
"['아이', '음식', '잔뜩', '산', '아주머니']",[]
"['방탄', '인스타', '욬']","['젠다야', '칼', '리드']"
"['방탄', '빅뱅', '팬', '바']","['나', '타팬', '도', '개', '글', '한번', '볼', '빅뱅', '무대', '개인', '마마', '무대', '영상', '꼭', '댓글', '지금', '방탄', '빅뱅', '뭐', '급', '기분', '아미', '잼민', '취급', '방탄', '팬', '빅뱅', '견제', '줄', '좀', '방탄', '팬', '방탄', '영상', '옛날', '빅뱅', '방탄', '더', '빅뱅', '언급', '봄', '진짜', '어이', '빅뱅', '팬', '수준', '왜', '타팬', '인증', '일단', '분전', '보고', '개', '글', '댓글', '임']"
"['인턴', '돈', '탕', '비실', '이용', '회사']",[]
"['에이', '티', '우영']","['아니개췬데', '좀', '나', '얼굴', '콧대', '진짜', '키', '거', '다리', '정말', '비율', '듯']"
"['수진', '팬', '묵살', '폭로']","['학폭위', '부분', '물', '부분', '분도', '결과', '인증', '폭로', '폭로', '자임', '투명인간', '취급', '수진', '아이', '에이프릴', '권민아', '학교폭력', '서수진', '여자아이', '학폭', '연예인', '아이돌']"
"['포르투갈', '아이스크림']","['우리', '걸', '거북', '알']"
"['딸', '결혼', '나니', '명절', '문제']","['얼마', '전', '딸', '결혼', '엄마', '저', '시부모', '명절', '시댁', '남편', '성묘', '보통', '시경', '그때', '점심', '차려', '시', '거저', '것차', '한잔', '시가', '딸', '결혼', '전', '딸', '아들', '며느리', '제', '시댁', '거기', '오후', '시경', '아들', '처가', '식구', '제', '친정', '집', '이번', '딸', '결혼', '처음', '명절', '딸', '시댁', '집', '지역', '시경', '도착', '연락', '그때', '저', '시댁', '시누이', '예정', '저희', '친정', '가야', '친정', '포기', '길', '누', '누', '식구', '차', '한잔', '것', '것', '얘기', '좀', '출발', '집', '오니', '네시', '빈집', '사위', '딸', '집', '내심', '남편', '사람', '명절', '당일', '시댁', '성묘', '꼭', '가야', '입장', '부모님', '분', '제사', '무조건', '시라', '건', '데시', '부모님', '집', '명절', '아들', '딸', '갈수', '저희', '걱정', '시부모', '상태', '자식', '출가', '것', '걱정', '앞', '걱정', '조언', '좀', '해주시', '감사', '겧습니', '톡선', '추가', '시부모', '살', '우리', '설령', '제사', '성묘', '때문', '제', '남편', '장남', '장남', '의식', '옛날', '사람', '교회', '집안', '교회', '예배', '는걸', '제사', '대신', '배시', '그거', '성묘', '일정', '이구', '시간', '거', '점심', '안', '간다', '혼자', '시부모', '과연', '이해', '고저', '며느리', '시부모', '예배', '고제', '일', '문제', '남편', '서방', '동서', '당일', '온', '엄마', '명절', '혼자', '가슴', '아들', '내외', '안보', '전날', '혼자', '잔', '사람', '게', '사위', '기전', '집', '도리', '얘기', '조언']"
"['애', '잠', '안함']","['잠', '뎅', '나', '경상도', '귀척', '이미지', '말']"
"['패션', '진짜', '나이', '건가']","['내', '스무살', '진심', '강남', '토익', '학원', '점심시간', '여자', '직원', '개', '그냥', '블라우스', '슬랙스', '전부', '진심', '줌마', '티남', '왜', '거지', '나이', '티', '저절로', '나', '건가', '옷', '자체', '문제', '건가', '이해', '안감', '꼭', '그', '꽃', '무늬', '색', '원피스', '것', '진짜', '왜', '그', '꽃', '무늬', '원피스', '자체', '촌티', '쿠팡', '원', '법', '재질', '임', '진짜', '문맥', '파악', '내', '회사', '때', '바', '왜', '핀잔', '유튜브', '직장인', '브이', '로그', '오피스', '저', '사진', '애선', '쿠팡', '산', '티나', '옷', '의아', '임', '토익', '학원', '애', '즈그', '토익', '몇', '이제', '살', '리', '취업', '어쩌구', '얘기', '자체', '코미디', '요즘', '지하상가']"
"['스우파', '치카']","['탈락', '하나', '가비', '제발', '내', '맴', '뷰', '치카', '탈락', '진짜', '다행', '데스', '우파', '예고', '진짜', '댄서', '울', '회수', '때문', '맘', '고생', '거', '보이', '지금', '길이', '부정', '느낌', '말함암넷', '진짜', '댄서', '분야', '탑', '왜', '식', '쪼', '제발']"
"['조', '팔', '땜시', '트', '판', '이미지', '것', '네']","['누가', '팔', '까랫']"
"['장원영', '조카', '존나']","['진짜', '공주']"
"['울', '아빠', '남자', '명절', '더', '듯']","['일단', '집', '큰집', '모', '제사', '임', '이유', '엄마', '울', '아빠', '형제', '중', '남자', '나', '때', '항상', '우리', '집', '제사', '순간', '아빠', '엄마', '고모', '이야기', '그냥', '각자', '집', '제사', '중', '우리', '할머니', '때', '항상', '말씀', '음식', '사람', '늬들', '하라', '어제', '저녁', '가족', '다', '티비', '보고', '새벽', '나', '대학', '때문', '올해', '어엄청', '만', '집', '명절', '아침', '거의', '시', '밖', '소리', '티비', '소리', '뭐', '아빠', '제사', '음식', '사실', '대부분', '반찬', '가게', '구매', '국', '밥', '가지', '반찬', '아빠', '함', '오빠', '과일', '장손', '함', '엄마', '나', '일부러', '아빠', '어제', '밤', '오빠', '만', '나', '이번', '요리', '손', '엄마', '장만', '보고', '아빠', '남자', '결혼']"
"['명절', '이', '혼하', '이유']","['공감', '추천']"
"['영국', '남자', '학생회장', '아르', '망']","['사진', '개인', '사진', '얘', '일반인', '것', '학생회', '트위터', '동영상', '캡쳐', '올릴겝', '아르', '망', '모습', '보기', '이건', '약간', '줌', '내', '발표', '는걸', '미소', '것', '움', '다른', '매일', '아르', '망', '꼬박꼬박', '보고', '내일', '영국', '남자', '영상', '풀햄', '남고', '애']"
"['내', '기준', '팀', '분위기', '남돌']","['간', '엑소', '몬엑', '시티', '더보이즈', '쾌남', '그룹', '드림', '투바', '투', '자기', '끼리', '옹기종기', '모', '노', '느낌', '세븐', '틴', '비투비', '웃기', '기도', '분위기', '예능']"
"['밥', '아가씨', '말']",[]
"['중국인', '선물', '안', '가지']",[]
"['스', '우파', '원트', '이채', '연', '왕따', '논란', '데']","['역대', '억', '끼리', '생난리', '임', '다른', '장면', '원트', '멤버', '위로', '서로', '역시', '틱톡']"
"['여성', '치킨', '리뷰']",[]
"['내', '화장', '뭐', '문제']","['고', '나', '진짜', '화장', '법', '진짜', '거', '이사배', '영상', '마스카라', '번지', '섀도우', '누', '지고', '진짜', '컨셉', '얘', '제발', '원래', '생얼', '화장', '법', '이', '나이', '화장', '틴트', '뷰티', '톡', '얘', '너', '말', '따라서', '마스카라', '아이라인', '안', '음영', '이건']"
"['나', '재민', '셀카', '못']","['이', '얼굴', '가지', '왜', '거', '이해', '안', '조카', '오세훈']"
"['시티즌', '아미', '거', '게']","['시티즌', '허구', '날', '방탄', '조롱', '선', '워딩', '아미', '시비', '거기', '좀', '바로', '암', '어쩌구저쩌구', '거', '로', '타팬', '시티즌', '꼬', '어이', '타팬', '시비', '똘추짓', '거', '아미', '거의', '시티즌', '던데', '거', '로남불', '타팬', '인증', '임', '온도']"
"['청와대', '홈', '마님', '방탄', '사진', '주심']",[]
"['나', '여우', '여자']","['본인', '여자', '여우', '여자', '제일', '혐함', '때', '완전', '여우', '구미호', '소리', '혹시', '동족', '혐오', '사람', '모습', '속', '자신', '모습', '왜', '여우', '구', '여자', '조이', '연우', '키크', '여우', '얼굴']"
"['제', '스펙', '결혼', '친구']","['후반', '여자', '서비스', '직', '돈', '지금', '업무', '환경', '여기', '결혼', '사람', '얘길', '친구', '얘기', '결혼', '얘기', '부분', '결혼', '주변', '알바', '결혼', '친구', '꽤', '요즘', '직업']"
['스테이'],"['혼자', '핑크', '핑크']"
"['에어팟', '애', '처음', '봄']","['어그', '미안', '너희', '에어팟', '종이', '뭐', '추', '에어팟', '세대', '세대', '반', '프로', '사람', '나', '년도', '초', '지금', '에어팟']"
"['노르웨이', '총리', '인스타', '방탄']",['성덕']
"['현실', '여자', '살', '이', '나이', '건가']","['건', '알', '직장', '남자', '살', '애', '비교', '넌', '왜', '나이', '농담', '살', '해도', '전혀', '경험', '어디가', '나이', '말', '나이', '식이', '요즘', '중후', '반', '결혼', '살', '초반', '나이', '가요', '맹목', '끝', '말', '남자', '좀', '그냥', '현실', '살이', '결혼', '연애', '시장', '외모', '대부분', '보고', '객관', '안정', '직장', '그냥', '시민', '정말', '남자', '살', '여자', '나이', '기피', '시작', '하나요', '동안', '케바케', '답변', '평균', '현실', '답변']"
"['요즘', '생각', '여', '돌', '누구']","['난', '진짜', '아이', '사', '사랑', '고양이']"
"['허니', '제이', '엔시', '티', '스', '우파', '거', '알티', '함']",[]
"['얘', '진짜', '대학', '합격', '듯']","['현역', '대학']"
"['중국', '방송']",[]
"['남돌', '날티']","['남돌', '날티', '좀', '그룹', '약간', '느낌', '짤', '그냥', '내', '취향', '방탄', '더보이즈', '엔시', '티', '투바', '투', '엑소', '하이픈', '앤', '오프', '위너']"
